product_name,review_title,review_text,review_rating,helpful_count
"Dearfoams Unisex Kid's Mia Furry Closed Back with Heart Detail Slipper, Grey Frost, 13-1 Big Kid Medium US Big Kid",Cozy Slipper,I really dislike when companies combine sizes for kids.  I bought the 13-1 size for my daughter who is almost a 1.5.  But the next size was a 2-3.  Luckily these fit her and she finds them very comfortable. The memory foam and non-slip bottoms are a bonus.,5,One person found this helpful
"Reebok Lifestyle Classic Leather White/White/White Men's 6, Women's 7.5 Medium",Nice Shoes Good Value,I ordered these shoes one half size larger than my normal size. It was recommended by several reviewers. They are a perfect fit and comfortable. I immediately bought another pair to put away. I play tennis in them and wear out shoes in less than a  year. Expensive shoes don't last longer either. I have not had good luck buying shoes on Amazon but I am very pleased with these. I thought about buying two extra pair but at age 70 that might be too optimistic.,5,10 people found this helpful
"Dearfoams Unisex Kid's Mia Furry Closed Back with Heart Detail Slipper, Grey Frost, 13-1 Big Kid Medium US Big Kid",They're a good fit,I love them for my 4 year old daughter. She picked them out and they are easy for her to put on . No running in them your child can slip but they still have the hard bottom. And they're very soft and my daughter stated that she feels like she's walking on a cloud lol. So I'm assuming the memory foam works lol.,5,One person found this helpful
"Reebok Lifestyle Classic Leather White/White/White Men's 6, Women's 7.5 Medium",Walk in in comfort and color!!!!!,"Comfortable, colorful, fun shoe!  After 56 years of buying strictly white sneakers, I really had to think out of the box for this purchase.  Fortunately, I did, and I love my new, blue shoes!!!  Realistically, I purchased these shoes for better comfort when walking.  I'm an avid walker, and my most recent walking shoes have not been a great fit for walking.  Plus, they were falling into poor condition.  Naturally, my first objective was comfortable shoes for walking.  However, when I found these colorful, retro blue shoes, I couldn't resist.  I've never owned a pair of shoes anywhere near the color of my purchase, but I'm so proud of them!  They look and feel great!!  Of course, in the beginning, as with all shoes, you must ""break"" them in.  The more you wear them, the more the comfort increases.  I have been walking in mine for about three weeks, and they're just now starting to offer the comfort and support I expect.  The look and color get immediate attention.  The first time out of the house , my good friend immediately noticed and was complimentary!  I have a weekly walking group on Tuesday night, and the first time I  wore these shoes, every person noticed and made favorable comments.  The bottom line;  nice, comfortable, colorful, fun shoe!!  Great for walking!!",5,10 people found this helpful
"Dearfoams Unisex Kid's Mia Furry Closed Back with Heart Detail Slipper, Grey Frost, 13-1 Big Kid Medium US Big Kid",Cozy kid’s slippers,Purchased these for my 7 year old as she’d outgrown her other slippers. She loves the cozy material and the sweet heart detail.,5,
"Reebok Lifestyle Classic Leather White/White/White Men's 6, Women's 7.5 Medium",Not leather,"The chalk color sneaker is NOT leather, so three stars for that. It is a thin fabric. The shoe is on the narrow side (I have medium wide feet)  but fits comfortably. I agree with another reviewer that cushioning is lacking but I solved this with gel soles from the drugstore. Overall the shoe is perfect at this price for casual walking or standing for a good amount of time. The color is nice.The black pair may be leather. I can’t really tell, but the tab at the back of the shoe, which feels like leather, is not the same texture as the rest of the shoe. It fits the same. Overall a good purchase.",3,4 people found this helpful
"Dearfoams Unisex Kid's Mia Furry Closed Back with Heart Detail Slipper, Grey Frost, 13-1 Big Kid Medium US Big Kid",Slippers,They were a little bit big but I just wear them like slippers with no back,5,
"Reebok Lifestyle Classic Leather White/White/White Men's 6, Women's 7.5 Medium",Wears bad for $75 not $30 like before!,Love these..great looking for sure BUT the material wears off from water/normal maintenance (no chemicals used to wash) you’d do on a shoe. I have two extremely lightly worn pairs that I got about 3 months ago now. The first I made mistakes on so got a second pair..found the mistakes were more or less unavoidable. Why I rate these low has nothing actually do to with the shoe or the wear...I rate them low because I bought these for $29 dollars the first time and $32 the second! There no way they are worth $75 even with low supply! That’s more than double for a shoe that wears easy! Don’t do it! Look great but not for that price unless you buying them for a fit or just a Single occasion!,2,5 people found this helpful
"Reebok Lifestyle Classic Leather White/White/White Men's 6, Women's 7.5 Medium","If you like gold, these are the shoes for you :)","So cute and super gold hahah! More like a faint prism gold. Not a flat gold. It’s little shinier than I expected. You definitely would be seen a mile away. I love them. However, I had to return them because they are little too short for my toes.  I have narrow, long toed feet lol.  I am usually a 7.5...The left shoe has a red sole and it has the Wonder Woman 1984 printed . The right is blue inside the sole. Too cute. Metallic gold laces.Also, it’s packaged in a sweet shoe box that resembles a cassette tape. So cute.",5,2 people found this helpful
Saucony Men&#39;s Grid Raptor TR 2,Saucony can deliver the best bang for the buck,"I own Salomon, Merrell, North Face, etc. trail shoes and Saucony is right in with them on quality for a decent price (especially these shoes I got for $34). Plus, they are generally a lot more comfortable. If you haven't bought a pair of Saucony trail shoes, I recommend you try them, you might just become a convert. I rarely give 5 stars on anything because nothing is perfect but if I could, I'd give these a 4.75 star rating. Too bad they are out of production. I personally loved the Raptor TR black and yellow shoe. Although they weren't pretty, they were super rugged shoes with premium comfort. Probably the best trail shoe I've owned. Tread lasted forever and had great grip in varied environments.",4,2 people found this helpful
Saucony Men&#39;s Grid Raptor TR 2,If the Shoe Fits ............,"When hubby asked me to find him a pair of size 10 wide tennis shoes and gave me 2 color options, the search was on. If I found one the right size, it was the wrong color, and if it was the right color, it wasn't available in a 10 wide. Then I found this one and the color was acceptable and the size was right. But having never heard of this brand, I was hesitant. After a little more searching to no avail, I bit the bullet. The shoes fit perfectly and hubby is very pleased with the color. So if you are hesitating, don't. I would highly recommend this brand of shoe and this seller.",5,2 people found this helpful
Saucony Men&#39;s Grid Raptor TR 2,Great Price Great Shoes,"Had a pair in a different color, like them so much thought I'd buy the other lighter color.  All is good, great fit, good style too.  I just added a better arch support as my feet need the extra higher arch.  For the money these are great shoes.  I have several pairs of Saucony shoes and they are always comfortable.",4,One person found this helpful
Saucony Men&#39;s Grid Raptor TR 2,Wanted to like them.,Far too narrow for my feet. I usually wear 13 or 12 wide. I've never had to order 13 wide running shoes before. So narrow that my foot was bowed and the upper was straining out over the sole.,3,One person found this helpful
Saucony Men&#39;s Grid Raptor TR 2,100% recommended,This is my third pair of trainers and I do not change the Saucony brand. A little narrow but they work very well. I have used New Balance and Nike but they do not have the same quality and resistance. 100% recommended,5,
Saucony Men&#39;s Grid Raptor TR 2,Painful to walk in,"I depend on Saucony products since this brand is one of the few that fit me well. But this particular model is just incredibly painful to walk in - feels as if you're walking barefoot on stones. Saucony is still my go-to brand - but will be very wary of prices that are too cheap. As is said, you get what you pay for.",1,2 people found this helpful
Saucony Men&#39;s Grid Raptor TR 2,Durable bottoms,My second pair of Saucony running shoes. Unfortunately the material ring at the top of the shoe that you stick your foot in is beginning to split. They still work well so I’ll keep them. Just a wee bit disappointed.,3,
Saucony Men&#39;s Grid Raptor TR 2,Great shoes from Saucony,"Needed a new pair for every day use and since I already have a pair of running shoes from Saucony, I know exactly what size to order.  The fitting is spot on and the shoes feel nice and light.  Hope they would last much longer than my last pair from New Balance.",5,
Saucony Men&#39;s Grid Raptor TR 2,Need to size up,The pair I got in my norma size was too small. Recommend going up 1/2 size and may wven want a wide width,3,
Saucony Men&#39;s Grid Raptor TR 2,"Decent shoe, narrow toe box",Like everything about the shoe except the toe box is slightly narrow. Hoping it'll wear in,4,
adidas Pureboost DPR LTD Men US 9 Multi Color Running Shoe,great if you have a sensitive achilles area,"This is my third DPR, and at first was not sure, then I got a second pair after I wore out the other ones.  Then I realized these are great.  I used them for weight pack rucking and I have not complains.  The hear support is perfect, as it's more support on the sides, rather then the back (which relieves any achilles irritation).  I wish Adidas would update, but I guess that is not the case.",5,3 people found this helpful
adidas Pureboost DPR LTD Men US 9 Multi Color Running Shoe,Pretty good for cheaper Adidas boosts. Shoelaces are comically short.,"My first pair of ""boost"" shoes. I wanted to try the Pure before shelling out for the Ultras. These have been my daily driver shoes for about a month, and they're pretty comfortable right out of the box. Not a ton of support, but very cushiony and pleasant to walk with.My one major complaint was a the shoelaces it comes with are COMICALLY, laughably short. Like. I can barely get these tied, they come undone every few hours. Double knotting is impossible. You will need to buy new shoelaces. I haven't bought new laces yet because I'm lazy, I've just been dealing it. But it's seriously ridiculous. Can barely tie a basic knot, it'll only be down to the plastic tipped ends.I feel like Adidas can invest in more.... universal length laces. If these laces are made for these shoes they should be sufficiently long. Otherwise it seems like they pulled the laces off of a child's shoe and stuck it on these Pureboosts lol.",3,One person found this helpful
adidas Pureboost DPR LTD Men US 9 Multi Color Running Shoe,Didn't feel like a running shoes,"Fairly comfortable and light, light mesh good for hot weather. Good looking.Good for walking around, but I wouldn't make them my running shoes.I like low profile, natural running shoes. These are low profile but the sole is strange (to say the least) for running traction.The heel has a finish that needs some walking time to make it comfortable, strange finish fro running shoes which you expect to put on and run. These started to rub my heels just as I was walking around the house trying them.More like walking shoes than running shoes.",3,2 people found this helpful
adidas Pureboost DPR LTD Men US 9 Multi Color Running Shoe,Good running/ walking shoes,"These Adidas Pureboost DPR running shoes are really comfortable, breathable, lightweight and fit true to size. Wouldn't use these for longer runs but works well for walking, gym sessions or casual to moderate running. The tongue could be improved to something thicker/ more substantial. Adidas did include a decent insole which isn't the case with many running shoes. They have the same boost tech in the more expensive Adidas running shoes.",4,5 people found this helpful
adidas Pureboost DPR LTD Men US 9 Multi Color Running Shoe,Always Awesome,I now own 6 pairs because they are the best running shoe/every day shoe I’ve ever walked/ran in. I asked a really fat guy once how they feel with all his weight. He swore by them. I’m never going back.,5,8 people found this helpful
adidas Pureboost DPR LTD Men US 9 Multi Color Running Shoe,"Compared to Brooks PureFlow, On Cloud, and Asics Gel-33/Nimbus, this is the best shoes.","I paid only ~$85 for these shoes, and they're excellent after you break them in. I also love On-Cloud, but they're typically $125, so these are a much better value.I love that they don't use vanity sizing. My size 10 fits well. For On-Cloud and Brooks, you have to order an entire size upwards.",5,5 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,I’m Surprised!,"I have plantar fasciitis and always buy the orthopedic shoes. They are so expensive, so I decided to give these a try because of the good ratings. I’ve been wearing them everyday since they arrived. I am very pleased. They are very comfortable and supportive. I would definitely buy these again.",5,12 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,"Supper,comfortable! Love all the color choices!",I have been walking inside and needed more support than the crocs I had been wearing. I liked these so well that I ordered other colors for the coming spring and summer.,5,9 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,Totally 💯,"The media could not be loaded.
                




   We are creatures of habit and I got on here to purchase my usual pair of running shoes. Since the pain in my knee was more often that tells me it’s time to replace the running shoes. These were off to the side as a recommendation so I checked them out after reading the reviews and watching the video I thought I would give them a try. I have a torn meniscus and arthritis in my left knee and the support sounded appealing. So glad I did!!!  Everyday midway through my walk I typically experience some knee pain. I have not had any pain since I received these shoes a few days ago!!🙂",5,5 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,A really exceptionally comfortable shoe,So impressed with this show. I high high arches snd need support. Really comfortable for walking dog. Nice design snd like the hot pink!  Definitely recommend! I have really hard to fit feet as I get older to find something comfortable!,5,7 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,"Too short, strong glue and rubber smell","Purple color is pretty.  The toe area is very narrow.  I ordered size 11  are too short, my toes touching the top and squeezed in so toes overlap.  I have a narrow foot and my American size is 9.5 narrow according to the measuring devices we have in the US. I have to get size 11 for anything made in China, but their patterns are variable and inconsistent. There is a very strong overpowering glue smell, not a  good sign for those who are allergic to the glues and synthetic materials used in manufacture of this product.  The foot bed was not very cushioned, and felt very uncomfortable after a few minutes of trying them on.",3,3 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,"Comfy and good arch support, good nurse shoe","I got these for work. I'm a nurse and work 12.5 hour shifts on the floor. These are super comfortable, with good arch support, and my feet and back feel so much better than in my old shoes. The side of the shoe did start to crease up a bit already, but that's irrelevant to me personally. I would definitely buy these shoes again. I'll probably get another pair or two soon, just in different colors. I did get size 9, which is half size up for me which was perfect. By the end of a shift my regular size shoes get too tight.I also got a pair of Brooks for comparison, and those are good too but of course more expensive at $180+, and these Kubua were easier to break in and more comfortable straight out of the box.Would definitely recommend, especially for anyone needing arch support and on their feet for a long time. A good purchase!",4,5 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,Pain,"I was excited when these came, the arch support was exactly what I needed.  After wearing them, though, the top of my foot hurt so bad, I could barely walk.  I'll try them again for an hour or so in a week.",3,7 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,Awesome buy,"At this price point this shoe is amazing. It feels good on your feet and provides good support. I don't recommend running in these shoes but if you need to buy a pair of running shoes for work or to walk around in get these shoes. The shoes I was looking at run from $149 - $199 for 1 pair and you can buy 4 or 5 pair of these. I also should note that I have really flat feet with a bad hip and after 1 day in these arch shoes my hip felt better. And they look awesome. Everyone I meet tells me how good they look.  Another note, they do run big but I wear a 7.5 and generally get an 8 like in Skechers or Adidas but they don't seem to sell half sizes. I got the 8 and it is a bit big after about 2 weeks of everyday walking. It fits like an 8 not a 7.5 if that helps.",5,2 people found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,Great shoes for standing all day!,"I'd get foot pain standing 8 hrs at work. I was looking to buy a pair of Vionic sneakers but they were out of my size so I decided to give this a try. I'm glad I did! They are cushiony but with a little harder sole that won't give me pain like other Sketcher's cloud shoes do (they don't work well on my feet when I'm standing). I took one star off because they were a bit wide for my narrow feet and my left shoe felt off-balanced. It's been 3 months and still holding up well. I would love it if they come in more modern colors (like Dark Grey, light grey with white/black accent instead of bright yellow or pink accent) and sleek design. I would buy another pair if they do!",4,One person found this helpful
KUBUA Women's Road Running Shoes Arch Supportive Breathable Sneakers beige Size: 6 UK,Very comfortable.,"I suffer from plantar fasciitis terribly and am always looking for comfortable shoes, that won’t  cost a fortune. After reading all the reviews I took a chance on them, because the price was good. The first few times I wore them I wasn’t sure if I liked them. But now after breaking them in a bit, they are my new favorite. They have good arch support and I find them extremely comfortable. They are not the most attractive shoes, but I’ll take comfort over fashion any day. Think I’m going to have to order a second pair. I usually wear a 6 1/2 or 7. I ordered the 7 and they fit perfect.",5,2 people found this helpful
"New Balance Women's 515v1 Sneaker, Black/Phantom/Gold Metallic, 4.5 UK",Must have 1st blk n Gold 2nd so COMFY,Arrived perfect the pic DON'T do these Black n Gold shoes justice. The black is nice n Deep Black an the Y/Gold is more 10-14 kt. Not that extra brassy shiney 18 kt. The laces are nice wide n thick not skinney GARBADGE. The soles are so soft an get oddly Very Supportive I have an high arch an not 1 step have I took an stretched my Arch to pain NOT ONCE. I RECOMMEND YOU BUY YOU & Ur Whole ENTIRE Family a pair or 2. An with so many different colors to choose from that will be very EASY. GOOD LUCK MANY BLESSINGS & ENJOY,5,2 people found this helpful
"New Balance Women's 515v1 Sneaker, Black/Phantom/Gold Metallic, 4.5 UK",Don't buy,I didn't like these because they are knock offs!!!,3,
"New Balance Women's 515v1 Sneaker, Black/Phantom/Gold Metallic, 4.5 UK",Keep looking,These were very disappointing.  They must be extremely old or knock offs.,2,
"New Balance Women's 515v1 Sneaker, Black/Phantom/Gold Metallic, 4.5 UK",Really cute and lightweight,Fits true to size. Super lightweight and really cute,5,
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,",Not the most comfortable of shoes,The sole of the shoe offers the kind of support and comfort you expect from a Skechers shoe. The topline of the shoe on the other hand feels like it has a piece of wire in it with little or no padding or protection to keep it from rubbing your foot. This shoe scrapes the back of my heel when I walk and pinches the bridge of my foot when I go up stairs.  The more I wear the shoes the worse it is getting.,2,5 people found this helpful
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,",I like the look of this shoe and I love Skechers ...,"I like the look of this shoe and I love Skechers products. This shoe is not quite as comfortable and I have to cushion my heel area as it caused blisters. I'm hoping as they ""wear in"" this will get better and softer.",4,6 people found this helpful
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,","Very comfortable, good daily wear for support and comfort!","I ONLY BUY SKETCHERS. I do not buy any other shoe for walking or sport. This is not really a distance walking shoe but is a casual comfortable shoe and I wear them out all the time. If on a trip where I would walk, I go with the Sketchers Go Walk 3. That is a great sole for walking support. This is a comfort daily shoe. Yes, I would certainly buy again!!!",5,2 people found this helpful
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,",Very comfy,"Almost like wearing a slipper.  This shoe is surprisingly comfortable.  It fits well and provides some cushion. The holes in the upper material also allow the feet to breathe a little.  It's a little on the loose side, rather than being very snug, but I like that.",5,
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,","Very uncomfortable, disappointment.","The shoe is basically all plastic, so it isn’t very soft and the back digs into your heel. Had hoped it would soften a bit when worn in, but I can’t wear them unless I want to bleed. The insole is also quite uncomfortable as there is no actual arch support —just the gel foam which flattens under pressure. I have other pairs of Skechers I love, but these ones are awful.",2,
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,",Not impressed,"These seem pretty cheap.  The back cuts right into my heel--which is odd because I usually have problems with the heels being too big.  This has to do with the way the shoes are molded, it actually curves into your heel.  Going to stick with Clarks.",2,2 people found this helpful
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,",Shoes were not new,"First clue these were not new.  Shoes came in a box with rubber band around it.  There was no tissue paper noin the box, just 2 shoes.  Shoes had no protective inserts in them.  There were no tags giving information  about the shoes.  There was a plastic ring on one shoe  to hold info but it was empty.  obviously these had been tried on and/or used. Returned.",1,
"Skechers Women's Reggae Fest - Trail Dame - Scalloped Collar, Engineered Skech-Knit Slip-on Loafer,",Disappointed,"I liked the shoes but after wearing them a short amount of time, the back of the shoes rubbed my heels uncomfortably.  I have many pairs Sketcher shoes and this is the first style that I've had this problem with.",2,2 people found this helpful
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5",Cute shoe; just okay for all day standing/walking,"I really love the style and color of this shoe!  The heathered black is a nice change over an all black or solid dark grey shoe.  They are okay comfort wise.  I stand and walk for most of the day and these shoes aren't the most comfortable, but they aren't horrible either. There's plenty of room in the toe box.  I'll keep wearing them, but may try adding some insoles.  I stayed with my regular size 9.5 and they fit great.5 stars for style, 3.5 stars for comfort.",4,
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5","Comfort, quality and affordable!","I never owned a pair of Reef sneakers before (only sandals) and was hesitant about purchasing, but really liked the design/colors. I'm so glad I bought these...the quality is excellent, great price and they're really comfortable. What more could you ask for! Will definitely order more colors.",5,
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5",Love these!,"I only paid $15 for these shoes, so I wasn't expecting much. They are really awesome! I can wear them to work, and they are super comfy!  Get them!! You won't be disappointed.",5,
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5",Awesome shoe. Don’t size or 1/2 size up,Great shoe but I ordered a 9.5 because of the need to possibly size up because of another reef purchase but I would have been fine with just a 9. I wear them everyday,4,
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5",Poor quality /sizing,Runs small and narrow. Quality is below what I expected,2,
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5",normally wear a size 8 but I ordered a 9 and they fit good.,"I read the reviews, normally wear a size 8 but I ordered a 9 and they fit good.",5,
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5",Five Stars,Reef rovers are my absolute favorite shoes! I have 5 different pairs now! :) Ordered half size up. PERFECT,5,
"Reef Women's Rover Low TX Sneaker, Black Black, 8.5",Three Stars,"Great shoe, size up!",5,
"ASICS - Mens Roadhawk Ff Sp Shoes, 10 UK, Birch/Coffee/Blossom",Fit,Purchased for water sports but like fit so much I am wearing outside of water.,5,
"ASICS - Mens Roadhawk Ff Sp Shoes, 10 UK, Birch/Coffee/Blossom",Comfortable light,Great shoe,5,
"ASICS - Mens Roadhawk Ff Sp Shoes, 10 UK, Birch/Coffee/Blossom",Just what I wanted,"Got perfect , and comfortable to run in",5,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US","Good pair of shoes, fits my needs.","Been wearing this pair for a few months and it’s one of the most comfortable pairs of shoes I’ve ever worn. I run weekly, and in addition, I walk a ton at my current job, and this pair fits all my needs.It fits exactly to my foot size. I probably should’ve bought a size bigger if I wanted to wear thicker socks, but it’s not a big deal. Still a good pair.",5,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US",It’s ok,Nice looking runner.. but not the most comfortable... not much support in arch,3,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US",Love them,Super comfy... improved in comfort since the last pair of Boston shoes I purchased 7 years ago!They last forever!!!,5,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US",Awesome runners,"These are amazing. Stylish, comfortable, perfect!",5,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US","They fit perfect, i so happy to purchase these shoes..","I love then, very happy i purchase then..",5,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US",so light and comfortable,its the best shoes,5,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US",Satisfied,Super lightweight and comfortable. Just what I was looking for.,5,
"adidas Performance Women's Adizero Tempo 9 w, Hi-Res Orange/Hi-Res Blue/Legacy, 6 M US",Love the shoes but where did all the hair come from?,"I ordered these shoes and paid for expedited shipping. When I received them I noticed the box was pretty banged up. No big deal. Opened the box and when I looked at the shoes they had clearly been tried on and returned. How do I know? Because there was Loads of animal hair on the inside. Someone with pets had been walking around their house with socks on before trying on the shoes. Lots of black cat/dog hair. I needed the shoes the day they were delivered so I called Amazon and they gave me a small discount so I kept them. Still grossed me out having to clean them out though! Besides that, I love the shoes. Super cute, comfy and fit as expected.",3,11 people found this helpful
"Teva Men's M Hurricane VERGE Sandals, Silver Cloud, 13 UK",Perfect sandles,"Comfortable, light, nice dark forest green,",5,One person found this helpful
"Palladium Women's Pallaphoenix CVS PRT Sneaker, White-941, 7 UK",Too big!!!,"I am putting 5 starts to this shoes because I have another palladium shoes. Which I love, is very hard to find shoes that are comfortable for my feet and palladium are the best.But, I ordered this shoes and they came in the wrong size. So I am returning them and buying them smaller, I loved the quality and style of this shoe, too bad are big and now I have to wait even longer for my new pair.",4,
"Palladium Women's Pallaphoenix CVS PRT Sneaker, White-941, 7 UK",Not de actual size!,"This sneakers looks good, good quality. The size is not as described on this item. I chose 7 for women but it is 7 for men.",1,One person found this helpful
"Palladium Women's Pallaphoenix CVS PRT Sneaker, White-941, 7 UK",Too big,"Cute shoes, nicely made, but size was at least a full size too large.  Sadly had to return them.",3,
Reebok Work Fusion Flexweave Cage,Perfect,It’s so perfect while working so light and soft so good,5,
Reebok Work Fusion Flexweave Cage,comfort and support....wide toe area,Perfect work shoes for me...i went 1/2 size higher..(From 9.5 Wide to 10 Wide)wide toe area...i can walk mile and mile a day with this shoes...it actually eliminates my knee pain ...highly recommended...i will buy this again..,5,
Reebok Work Fusion Flexweave Cage,Love 'em,"I stand in these over 8 hrs per day in a data center.. They're comfy, good looking and light in weight. Better than any composite toe footwear I've ever used hands down.",5,
Reebok Work Fusion Flexweave Cage,Lettering peels out the box. Bottom peels 1 month after use. Comfortable but not high quality,Its comfortable and definitely suggest ordering at least .5 size smaller . Im a 9.5 and I ordered a 9 and there is still some wiggle room. Brand new out the box letters were coming off so i don't trust this quality much.UPDATE: see last picture . 1 month in and bottom part is peeling out,2,
Reebok Work Fusion Flexweave Cage,The most comfortable,They are my favorites shoes to work,5,
Reebok Work Fusion Flexweave Cage,Excellent work shoe that provides toe protection and is slip resistant.,"I usually wear 10.5 for Nike. I ordered a size 10 on these Reebok work shoes and they fit perfectly. I love how they look and feel, but durability remains to be seen.",5,
Reebok Work Fusion Flexweave Cage,great shoe,"best safety toe shoe I have found yet.they fit a little bigger than expected, but that's ok by me.also love the wide toe cap, not jamming my toes on safety cap!gave them a four cause they could use better arch support.",4,
"Aldo Women's Rpplfrost1b Sneaker, Light Pink, 8 UK",Beautiful,I love the look of this shoes and wanted them to fit so much.There is no room for the toes… I ordered a size bigger and my toes were still showing lol! I don’t have fat toes,4,2 people found this helpful
"Teva K Hurricane 3, Balboa Sodalite Blue, 12 UK Child",The only sandals your kiddo needs,In general all Teva sandals are awesome and these are no exception. The fit is right on. I wouldn't size up or down. My daughter loves them and wants to wear them every day. We accidentally ordered 2 pairs in the same size but are seriously thinking of keeping the extra pair!,5,One person found this helpful
"Teva K Hurricane 3, Balboa Sodalite Blue, 12 UK Child",Perfect sandal,"Perfect summer sandal. We bought ours a little big since we live in San Diego, we are almost always at the beach or in the water. Our son loved these, very well made and the blue matched his glasses. Will be ordering more from this seller",5,
"Propet Women's W3841 Sneaker, Black Suede, 4.5 UK",Good buy!,These are nice looking and super soft on the feet. They feel like you are wearing slippers and they fit as expected.Good buy! I highly recommend them. Propet is a very good brand name to start and they make quality shoes for hard to fit sizes.,5,
"Propet Women's W3841 Sneaker, Black Suede, 4.5 UK","So happy with them,I bought a second pair!.","It isn't easy finding a good fit when you wear wide sizes, but these are great!",5,
"Propet Women's W3841 Sneaker, Black Suede, 4.5 UK",Perfect fit right out of the box!,"I have looked for a pair of nice black walking shoes to replace my current pair and they all looked too bulky...aka ""old lady"". When I found these, I decided to give them a shot. These shoes fit perfectly (10 M) right out of the box. In addition, they are very light weight, very attractive and very well made. I wore them and walked back and forth to check for rubbing, pinching etc....totally comfortable with a wide enough toe box and this is with medium thickness socks. These shoes are pre-treated to discourage stains since they are suede and the tag says that they are washable...we will see. I have never cared for the heavy white athletic shoe look, so this shoe goes with clothing much better.I like these shoes so much that my husband suggested that I go ahead and purchase a second pair since so frequently companies will either stop selling something or they will change something.",5,2 people found this helpful
"Propet Women's W3841 Sneaker, Black Suede, 4.5 UK",These Shoes Are My New Best Friend!,"Ah! I am sooo glad I discovered these shoes. I have very wide feet due to bunionettes on both feet, and most shoes, even ""wide"" width, are not wide enough to be as comfortable as I'd like. The first time I ordered a pair of these shoes, about a couple of years ago, I got the C/D width, never dreaming that I could possibly need anything wider. They were very comfortable, but I still saw the outside edge of my foot pushing out beyond the shoe. I figured I'd have to live with my ""problem"", because I was sure that anything wider would be TOO wide for the rest of my foot. I took a chance and ordered this pair in a 2E, and I've come to realize that I actually DO need a 2E! It pays to measure your feet, or have them measured for you. I think many folks are wearing the wrong size shoe! These are perfect.... I no longer see the outside of my foot trying to push over the side of the shoe, and they're not too big elsewhere. The Propet Washable Walkers fit so perfectly, it's like they were made for me! I've since ordered 2 more pairs in different colors, as these are now about the only shoe I wear. They are great-looking, well-made, comfy, supportive, not ""heavy"", and they are washable! What's not to love?",5,26 people found this helpful
"Propet Women's W3841 Sneaker, Black Suede, 4.5 UK",The cut/style of this shoe must be different because they were too tight,"My wife loved the design/color of the Propet Women's W3841 Sneaker, Classic Taupe; however, she had to return them because they were too small. All of her shoes are 10 M, and she received a 10 M size this time also; however, the cut/style of this shoe must be different, because for some reason they were too tight on her feet. She was disappointed because apparently they do not make a size 10.5 M and she was doubly disappointed that she had to pay the return shipping of $16 (over 20% of the cost of the shoe). Buyers beware.",2,3 people found this helpful
